,comment,status
144,"Needed a late night snack after a long day of work in dc and the fuy at the security desk of the building without any hesitation recommended Portillos. Went over, felt a little overwhelmed for my first time there but the staff was super friendly and werent afraid to make recomendations. The chicken soup hit the spot for a late night snack and the Portillo hot dog was fantastic! Would recommend to anyone in chi town.",1
145,"I came on the recommendation of friends to try something distinctly Chicago while we're visiting.  We LOVED the food!  The environment if fun, the people are super nice, and despite how busy it was, ordering was easy and food came out fast.  Well done!",1
146,"Drive thru for a quick order. Incredibly fast, open late. The food was above average but the beef was a bit salty. Each person's taste buds are different. Have the chocolate cake, most sinful morsel.",1
147,"I only make it to Chicago once a year, but every time I do this is first on my list of places to eat. I seriously haven't found an Italian Beef better anywhere else. Dipped with hot peppers in the way to go! I could probably order it upward of five times a week and not tire of it, that's how delicious this sandwich is. For as busy as this location always is, they pump the orders out quickly, and there is a minibar where you can grab a beer while you wait. I love this place.",1
148,If you want a Chicago style dog this is definitely the place to go. So many flavors in one bite. And the fries are fresh as can be. Will definitely be back before I leave at home.,1
149,"Great place to eat, good food and drinks.",1
150,"Food is excellent, NEVER GO BETWEEN 11:00 -1:00 P.M. GOSH
THIS PLACE IS PACK..",1
151,"Tender ribs, well cooked, probably one of the best in Chicago",1
152,"2 1/2 stars is more accurate. It’s so unorganized, it’s painful. We waited 45 minutes for a hot dog and Italian beef sandwich. When we finally got the food, the food was so soggy that it was inedible. Sad because other times we’ve come, it wasn’t quite so bad. The cake shakes make up for some of it though — those are delicious!!",0
153,"The Italian beef sandwich was good, I should have gotten it dry and my wife wasn't a fan of the Portillos dog. It had a nice snap when bitten, but you were chewing on the casing a little too long. I'm sure most people are fans of the dog, just not everyone.",1
154,"I like Portillo's, but I ordered takeout from this place and they barely paid attention to the order.

They tried to give me two slices of chocolate cake in place of just one and two chocolate shakes.

They only gave me two orders of fries when I had ordered three, one with cheese sauce.

They didn't give me any of the sauces ordered, including the gravy for a sandwich, which had to be eaten completely dry because we only ordered gravy on the side.

I was able to catch the first two before leaving but didn't notice the missing sauces, which were pretty integral so the meal was not great.",1
155,"Cheap, fun, fast. Huge variety of basic good Chicago-style (and other) foods. Upstairs dining area was quiet when we were there. Lots to look at too!  Two of us had plenty to eat for less than $20!",1
156,"Gotta get a couple of Chicago-style dogs with everything on em. Delicious with all the good stuff squished into a steamed bun. A side of those delicious crinkle cut fries and you're all set!

But...you might want to try a burger. They're really good, too. If you're feeling particularly saucy, add a chocolate cake shake and waddle out happy.",1
157,Everyone needs to experience a Chicago style hot dog!,1
158,"I’ll start by confessing I’m not a huge fan of Chicago-style hot dogs or Italian beef sandwiches. It’s not that I don’t like them, it’s just that I don’t see what all the fuss is about.

That said, there’s a lot to like about Portillo’s. Foremost, it’s not a hot dog stand or a dumpy diner, it’s a stylish, themed, village-like food court with several counters: one for their specialties, a separate operation for Italian food, and a hamburger counter. The interior ambiance is great.

The main attractions are hot dogs and Italian beef sandwiches, so that’s what I tried.

The Chicago dog was pretty much like all the others I’ve had: very soft roll with poppy seeds, very tender dog, green relish, large pickle, and a couple of sport peppers. Nothing really distinguished it, except that the sport peppers were a bit tamer than some I’ve had, making it easier to taste the rest.

The Italian beef was less interesting. The very tender shaved beef had little flavor, and the very soft, soggy roll didn’t thrill me. I’m not sure what would have fixed this, but no condiments were available. I wouldn’t order it again.

The vanilla shake was good, a bit frothy compared to some.

Overall Portillo’s was fine, but I see no compelling reason to return.",1
